Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AR-A1AQ,0.88985384,0.6320421,0.5656366,0.74404967,0.55004346,0.44972342,0.78717226,0.6907021,0.85578537,0.8032402,0.4125963,0.96040225,0.38232714,0.19634008,0.23213863,0.45401236,0.87887156,0.73506767,0.23495309,0.3072815,0.8721395,0.8518593,0.66976726,0.88679934,0.81286424,0.57875425,0.13235794,0.11120284,0.21156555,0.3689747,0.7845427,0.11853248,0.3133847,0.49508408,0.53540057,0.22731122,0.45818433,0.513283,0.75148374,0.47810954,0.44527996,0.4655582,0.060587782,0.19728029,0.67120856,0.7844031,0.64648354,0.83205175,0.32079643,0.8772018,0.34269676,0.45691383,0.6591488,0.27532622,0.33940756,0.6052496,0.45817903,0.3613172,0.4781313,0.6743485,0.80816287,0.6887459,0.3661616,0.43165165,0.42187488,0.6250196,0.69973654,0.6776904,0.21771617,0.2740444,0.25470555,0.22404209,0.72500336,0.5456183,0.7975173,0.31548876,0.7255921,0.4340502,0.33902347,0.8224861,0.65107113,0.5553251,0.75617105,0.22994076,0.60981095,0.3388096,0.40203083,0.83237684,0.2127445,0.8903669,0.5402802,0.47193438,0.3647773,0.5839817,0.879176,0.8396236,0.30252832,0.8234625,0.34019,0.535191
AR-A1AS,0.7292892,0.3499387,0.72640175,0.53721035,0.7662959,0.67429143,0.23157331,0.5293711,0.42062983,0.55265,0.7191179,0.55454046,0.17806233,0.7232821,0.56789017,0.3530509,0.41116148,0.67990947,0.32194403,0.6742261,0.6012733,0.48112634,0.4195826,0.5658992,0.8212788,0.49619308,0.49972454,0.65926814,0.21171716,0.69797564,0.3711409,0.7808963,0.6259861,0.18025266,0.773855,0.776967,0.75204724,0.5894309,0.75462735,0.7342822,0.77863854,0.7430016,0.58011717,0.51660335,0.83231616,0.51277363,0.27584672,0.3069011,0.77354515,0.81022066,0.5076183,0.46997368,0.60606754,0.82471967,0.24503988,0.85877144,0.8520304,0.43302232,0.8016348,0.8066732,0.41192573,0.36697957,0.69733655,0.34695062,0.9170301,0.34595126,0.40644696,0.47148764,0.76558423,0.70000935,0.69996643,0.37152177,0.273413,0.4677629,0.5414539,0.66664886,0.7805246,0.53938085,0.39663416,0.8746214,0.32970423,0.63438064,0.43888307,0.7631587,0.13008317,0.62932795,0.4976505,0.20174104,0.7237044,0.6196384,0.34634194,0.8070569,0.51253647,0.40637988,0.2954703,0.11733322,0.38409647,0.6833694,0.7002239,0.24014449
AR-A1AU,0.32572424,0.8943039,0.67230916,0.117368445,0.11120125,0.62413406,0.6591369,0.41399926,0.3735339,0.7190574,0.86138403,0.5729461,0.7408584,0.61453307,0.9029187,0.5743144,0.7640448,0.41145277,0.88266563,0.588621,0.53740335,0.31331486,0.15664247,0.33124438,0.3777133,0.9387778,0.49967355,0.8707982,0.64002824,0.44471672,0.6494916,0.6018652,0.42692366,0.8968997,0.3317387,0.6148335,0.5263202,0.77455413,0.51163405,0.52739656,0.51318073,0.2602672,0.9037546,0.8724736,0.5717601,0.4750528,0.19274579,0.42192942,0.5512969,0.17222954,0.72028184,0.6271584,0.43251026,0.5762672,0.62102664,0.57728946,0.56015146,0.93471,0.53159523,0.88258517,0.27164784,0.5628258,0.8134084,0.38372183,0.124234736,0.3681659,0.6431484,0.36246353,0.50044674,0.6865316,0.58998364,0.5141109,0.54734045,0.3397447,0.71605456,0.41538656,0.31283188,0.84053755,0.6052971,0.22251768,0.25387934,0.45112687,0.32419068,0.5526299,0.57440203,0.39672977,0.7896236,0.7338616,0.7391226,0.3184274,0.384698,0.5495923,0.5255203,0.5636388,0.80597293,0.2726019,0.7589634,0.7184038,0.8064405,0.7107661
AR-A1AX,0.66766286,0.7356016,0.39947104,0.8064359,0.18838574,0.75600517,0.878201,0.29583424,0.47352904,0.35940123,0.5520486,0.43709153,0.73301214,0.38669086,0.607388,0.8779204,0.7700259,0.16530837,0.6469884,0.5810927,0.7408815,0.7855221,0.7659511,0.7670367,0.26884568,0.7763403,0.19273384,0.8171831,0.613124,0.46209764,0.74335206,0.66621155,0.5989975,0.69919354,0.6495656,0.3250999,0.28706858,0.11871958,0.4102727,0.15927966,0.42156076,0.19547218,0.76954985,0.5210104,0.32682985,0.32925808,0.28992063,0.607225,0.6628455,0.56523377,0.15459119,0.65880895,0.6236617,0.38817748,0.7554951,0.41541067,0.45389748,0.88709384,0.7290535,0.80509394,0.41789722,0.8838918,0.591114,0.8614353,0.11340985,0.24507672,0.84582084,0.253062,0.1410025,0.62049204,0.47130626,0.6218528,0.8677324,0.7877292,0.36644727,0.6514696,0.23409334,0.38894296,0.5608297,0.31408253,0.4261011,0.15083635,0.38236195,0.35623688,0.6099822,0.15798812,0.85032445,0.70222414,0.45717442,0.38533634,0.7144542,0.62722147,0.7336433,0.8448179,0.54689175,0.8396237,0.61076325,0.33112594,0.81737053,0.7149586
AR-A1AY,0.7512052,0.64542127,0.26818627,0.9019839,0.15069747,0.32853505,0.7266395,0.5461184,0.8614618,0.9048357,0.60628724,0.6412091,0.5449666,0.22659624,0.36937183,0.4432876,0.92196524,0.62236506,0.25095135,0.33832225,0.32709908,0.6302036,0.24078217,0.4945841,0.8670147,0.88792574,0.34602025,0.13407405,0.21724866,0.23526618,0.78091776,0.1716306,0.51335156,0.44829673,0.18493886,0.88664746,0.6344856,0.93125904,0.19952862,0.43095344,0.7864893,0.19076356,0.5602463,0.12572026,0.9627265,0.7344935,0.9513643,0.6238886,0.4207227,0.46498084,0.74747,0.5662507,0.86787343,0.24323657,0.15262368,0.81477386,0.7887048,0.5740804,0.33033156,0.75902826,0.82741606,0.27688637,0.13012862,0.20312622,0.44272822,0.6233651,0.8693668,0.51345456,0.13564445,0.29809356,0.468131,0.28518102,0.33775026,0.12975277,0.84666157,0.8876132,0.79679406,0.57019806,0.21906213,0.8758147,0.89177334,0.7667748,0.5052097,0.090561025,0.5002657,0.7951422,0.3031077,0.64422965,0.2071105,0.47629392,0.501014,0.28738,0.7464661,0.6519248,0.8224749,0.5826687,0.19655018,0.5889198,0.37600735,0.77910084
AR-A24K,0.81992185,0.1171743,0.31320024,0.4043522,0.45802927,0.42128348,0.25021958,0.6330507,0.839674,0.93578124,0.76184106,0.33727586,0.22736688,0.11435591,0.6401758,0.58268106,0.37929744,0.59518784,0.22326258,0.44550228,0.25038064,0.7950998,0.69383097,0.44262406,0.30377653,0.49672836,0.6007515,0.68145704,0.32283568,0.82544065,0.5784313,0.44978678,0.71770746,0.73887265,0.53188866,0.8201157,0.9090343,0.7535366,0.49855933,0.6785934,0.5278645,0.9139148,0.786052,0.71089876,0.4295295,0.26320603,0.28072208,0.16888835,0.8591577,0.71889365,0.63260496,0.35354447,0.6204432,0.7241069,0.26028413,0.40142992,0.88874304,0.6905213,0.3302139,0.8129871,0.26924753,0.38897023,0.51956224,0.31373996,0.89547706,0.7146679,0.7250632,0.9185638,0.8499465,0.49601763,0.122585945,0.7241093,0.12091745,0.5392777,0.57068515,0.53748786,0.4607697,0.4538731,0.6361741,0.32092455,0.8448646,0.68562853,0.41616124,0.86336493,0.11723118,0.7157399,0.5100363,0.15107638,0.87166953,0.301701,0.38032585,0.55583835,0.14284693,0.80621094,0.44773525,0.39137447,0.19962056,0.5975533,0.8214473,0.33423755
AR-A24L,0.33698806,0.6323934,0.3646677,0.41434556,0.34962016,0.44901562,0.27765042,0.2795598,0.50908184,0.8618877,0.83299524,0.687136,0.80215776,0.22625427,0.8574687,0.7101306,0.6415024,0.2980961,0.77122426,0.5712492,0.45842516,0.8168028,0.5163839,0.22158085,0.4446294,0.21362677,0.7067489,0.49880219,0.8223429,0.72703344,0.36250228,0.7282569,0.91102195,0.6490384,0.19260392,0.7723179,0.3471578,0.9212454,0.10566796,0.27967918,0.64173526,0.4327399,0.6550805,0.8632223,0.70035493,0.65052825,0.9440986,0.22819814,0.54286754,0.082992375,0.8350314,0.59751105,0.55665773,0.5765047,0.84246665,0.54687726,0.625587,0.70769143,0.41265792,0.36949295,0.4669444,0.23659013,0.35284075,0.3645112,0.47147772,0.29840115,0.71543634,0.5085615,0.8783631,0.87958944,0.7352452,0.8632842,0.23248042,0.49619904,0.47689635,0.7088154,0.5712141,0.6727566,0.70505065,0.16384041,0.5646064,0.7501484,0.3057678,0.80970424,0.47566837,0.36880198,0.3668189,0.4008565,0.65751743,0.47156835,0.15129027,0.25345218,0.84481937,0.4766693,0.8073685,0.31819808,0.7513435,0.22851095,0.8226446,0.32028645
AR-A24M,0.33736038,0.39248756,0.47382355,0.69027865,0.60272247,0.71430814,0.63641155,0.43281507,0.5451295,0.27682963,0.638085,0.71640867,0.5892866,0.39939272,0.30296916,0.74134964,0.29383963,0.17982462,0.5141809,0.5594217,0.5599625,0.87842536,0.7739812,0.32761505,0.47659543,0.24776606,0.875203,0.43057525,0.5383119,0.8619962,0.3797878,0.46233702,0.80737793,0.8669741,0.59969735,0.8059708,0.73851436,0.6279429,0.26427424,0.14190704,0.7253736,0.8185171,0.4055943,0.8310885,0.50708497,0.12784128,0.6356535,0.44399703,0.8064614,0.2895201,0.47262427,0.1027088,0.82826525,0.6517588,0.41729587,0.4498822,0.60677934,0.6976833,0.6388247,0.12334166,0.4156242,0.43276802,0.26254672,0.50844854,0.9160562,0.55499595,0.5912938,0.37283704,0.7357785,0.8341645,0.8224137,0.83697003,0.42277628,0.51839393,0.20783691,0.92439044,0.87359935,0.6106123,0.6662827,0.7856643,0.53032285,0.84225166,0.29047418,0.89324033,0.38100353,0.59357,0.6757614,0.24243379,0.55722773,0.1571082,0.3416517,0.39675918,0.71156836,0.78439707,0.16666704,0.48440665,0.20284384,0.2517829,0.4473802,0.27409595
AR-A24N,0.6626444,0.16682202,0.51553786,0.52007973,0.4981748,0.6253047,0.31171742,0.30400985,0.711699,0.8042072,0.8199599,0.39317214,0.3030123,0.21740234,0.2757422,0.8188782,0.19695683,0.42084765,0.58500177,0.67474794,0.49202356,0.6813607,0.7128228,0.7245908,0.27034524,0.36810315,0.7200169,0.70003545,0.62369955,0.87231016,0.39926308,0.5335528,0.6129263,0.7275404,0.63554347,0.54769146,0.9147444,0.5894816,0.44465333,0.5807253,0.6908132,0.512096,0.64496475,0.6310599,0.36305085,0.3082275,0.3848508,0.4694094,0.63349384,0.7721357,0.738029,0.49471635,0.8117792,0.80641603,0.37551117,0.2846598,0.742242,0.5594585,0.51192915,0.7169193,0.15482716,0.81630874,0.61803573,0.4867127,0.7387798,0.82725453,0.60951054,0.7798153,0.78063697,0.42526752,0.2416532,0.919912,0.23898278,0.73208505,0.36459368,0.54082596,0.526235,0.27376956,0.66061205,0.43404287,0.63677937,0.6999762,0.55688155,0.8895566,0.28157592,0.24245335,0.55003995,0.3527483,0.58799314,0.28209049,0.5141047,0.79457784,0.33806452,0.6969649,0.45346704,0.46164235,0.37564775,0.32200682,0.5682134,0.4989921
AR-A24O,0.30584538,0.304195,0.55878764,0.34894365,0.7500891,0.2110177,0.8454516,0.5098313,0.24891047,0.58940727,0.73267186,0.68244284,0.7418418,0.69272643,0.7986247,0.66285926,0.4610384,0.30462536,0.68538046,0.30952823,0.83684725,0.7525792,0.78978586,0.416954,0.3345313,0.22598481,0.7790071,0.7194563,0.55954766,0.79628253,0.44268224,0.4387914,0.4830536,0.91406405,0.5052153,0.45141375,0.30028266,0.6124499,0.360679,0.20012641,0.8670981,0.47763997,0.57234126,0.83508474,0.61205447,0.12762406,0.32940865,0.50550866,0.47944102,0.4253698,0.5027144,0.34657437,0.8516823,0.49647892,0.7315234,0.5542562,0.54431534,0.7801969,0.6925794,0.19028261,0.4088258,0.7415831,0.47646368,0.73665094,0.7002504,0.47726455,0.5636548,0.29584762,0.6845703,0.62106687,0.6527767,0.82989055,0.61411047,0.34991735,0.2715237,0.8540234,0.72262484,0.6571926,0.63329756,0.2597953,0.5092287,0.6933417,0.34432054,0.7241187,0.67004424,0.52693814,0.7416748,0.6332637,0.50148726,0.17692542,0.42201817,0.33576515,0.68348217,0.44487122,0.44606212,0.80059415,0.225801,0.45137355,0.6517653,0.6173719
AR-A24P,0.52900004,0.3884552,0.4669003,0.4835161,0.37210128,0.3718428,0.45091593,0.2628907,0.28128427,0.8677778,0.84879065,0.5371232,0.51094425,0.22932093,0.6856015,0.6763788,0.45075583,0.32654706,0.747379,0.35822624,0.72695404,0.7778036,0.6217513,0.5737022,0.36833736,0.31732497,0.7414289,0.5808234,0.5788093,0.8075772,0.32389134,0.5385397,0.7556835,0.79870045,0.5157223,0.56474864,0.8044984,0.84559244,0.606871,0.35125282,0.8685578,0.5010922,0.59599584,0.77808166,0.34783155,0.37987304,0.30923283,0.30245757,0.65323484,0.5547272,0.6567744,0.52149737,0.83883816,0.74350166,0.49975643,0.48942992,0.72824216,0.76452905,0.6699525,0.6734362,0.17503415,0.69817257,0.4788875,0.4569468,0.72853243,0.60595256,0.7361176,0.69375557,0.805306,0.5749795,0.27851063,0.8156901,0.2793383,0.3265942,0.4069737,0.6889962,0.7320566,0.5025077,0.62741494,0.59915984,0.508219,0.8188088,0.31701162,0.83948576,0.31292614,0.32786274,0.4875934,0.4073926,0.52332616,0.28940588,0.2502432,0.5654723,0.5960693,0.7473788,0.5863617,0.5460419,0.23018336,0.6439187,0.55611795,0.46704924
AR-A24Q,0.4415408,0.772587,0.280617,0.9238573,0.2404449,0.385347,0.7917662,0.19595909,0.52446353,0.60113674,0.51281387,0.6576175,0.79443425,0.3695643,0.17593846,0.7751574,0.78933644,0.3114641,0.5488692,0.39380324,0.4271829,0.38880783,0.5058359,0.70725864,0.66334647,0.46451962,0.8263183,0.0787036,0.48942173,0.57054025,0.6407015,0.22736768,0.33933848,0.33459753,0.16355726,0.39604747,0.2634766,0.90030974,0.17913537,0.20909996,0.59039056,0.19612747,0.37582105,0.27938122,0.67676085,0.5401868,0.9458233,0.543284,0.5616529,0.17062536,0.78558373,0.6227033,0.86513054,0.24685387,0.20366433,0.6549479,0.401113,0.31368294,0.09641199,0.1798576,0.87261796,0.7148437,0.16044456,0.4277787,0.43702304,0.5019778,0.85953957,0.63951653,0.19215512,0.35124838,0.68751645,0.6722399,0.74539864,0.21179144,0.7244127,0.73177516,0.7756019,0.4487519,0.2962944,0.3514213,0.80352414,0.8396902,0.71129787,0.20526342,0.8398136,0.71724707,0.6425367,0.8168139,0.60893273,0.41032067,0.52375233,0.20242456,0.8694407,0.22893716,0.7916334,0.5244107,0.32586333,0.40429547,0.39720568,0.7852967
AR-A24R,0.566918,0.5673291,0.34070125,0.43828508,0.80028516,0.29502288,0.44677663,0.5265919,0.72799534,0.9583851,0.79840696,0.2776013,0.49191698,0.15545204,0.7461969,0.5373394,0.50064796,0.6663038,0.8146774,0.6354909,0.21889818,0.9001277,0.38338703,0.56529707,0.27220526,0.17301947,0.39967924,0.7158014,0.8603606,0.8847095,0.49189407,0.66353524,0.90042603,0.5098845,0.33424035,0.47486234,0.7462521,0.41033614,0.7060092,0.84318984,0.7189938,0.43561465,0.26823634,0.8916246,0.45946252,0.8224213,0.69721794,0.24285771,0.24549079,0.1423098,0.745732,0.7110095,0.5654074,0.68230593,0.79695797,0.31601298,0.32261345,0.6210655,0.8344522,0.8085625,0.4221868,0.35121918,0.6546401,0.4077526,0.46260163,0.64211136,0.50855327,0.7153684,0.9135721,0.71357906,0.27804792,0.757536,0.2843863,0.7863721,0.43398377,0.43650916,0.25903612,0.45820117,0.7318351,0.09994352,0.50619864,0.44053507,0.5769909,0.606845,0.17349026,0.44410437,0.40230548,0.48288,0.45323193,0.7096654,0.30800357,0.6777995,0.5864575,0.6671061,0.8032099,0.70697546,0.6278363,0.6993578,0.8060932,0.15675107
AR-A24S,0.46600354,0.37415215,0.45673537,0.8119279,0.8998519,0.16457091,0.6878915,0.22294042,0.22599792,0.59181637,0.24498029,0.59978247,0.5787463,0.18233684,0.31279656,0.7331749,0.6873557,0.341197,0.67666745,0.2920486,0.705938,0.84369713,0.86457497,0.7663148,0.31087604,0.12918495,0.5829894,0.44383207,0.5189016,0.6109736,0.37815696,0.4055794,0.5656442,0.5867336,0.44247425,0.37547058,0.5197824,0.79386467,0.22138087,0.49109355,0.7758888,0.528883,0.5452652,0.8632331,0.51184165,0.2231502,0.66562265,0.28284034,0.5566988,0.6901748,0.657763,0.4376906,0.66380787,0.7079974,0.47591463,0.4260422,0.7109915,0.6581435,0.25918123,0.2274333,0.57061756,0.8460998,0.2390551,0.7241219,0.45114988,0.82649374,0.7842189,0.52718323,0.47480497,0.3810418,0.59887916,0.76114774,0.8094386,0.6074308,0.17519474,0.46144757,0.60835236,0.36860168,0.5098723,0.45285767,0.8540648,0.7005014,0.6833423,0.926736,0.51928294,0.55426866,0.3965712,0.6045238,0.77665484,0.609528,0.22619711,0.5467537,0.78347135,0.6450442,0.7147048,0.5675681,0.39889306,0.18764663,0.81200784,0.33938298
AR-A24T,0.36355117,0.49760783,0.4083357,0.602416,0.4372289,0.45760518,0.74014145,0.25443974,0.29896408,0.6869551,0.70252985,0.5309822,0.7053106,0.6863709,0.90593684,0.8940458,0.57864404,0.43922257,0.65587926,0.3331781,0.83624643,0.73168033,0.92266834,0.45314068,0.44254416,0.19490473,0.6728446,0.62032974,0.80085444,0.76753116,0.3698269,0.44416207,0.65995514,0.8660363,0.28733292,0.6955347,0.73578405,0.6722713,0.42905313,0.06741417,0.58670646,0.45532006,0.8083638,0.92591894,0.610221,0.10778496,0.56077635,0.48031038,0.46794343,0.4364571,0.51249915,0.30393645,0.38770285,0.6986388,0.76714116,0.7384497,0.3621993,0.83603746,0.35079366,0.31640294,0.22896808,0.6639278,0.33189505,0.7048812,0.3745157,0.40070042,0.6397909,0.22009653,0.7664118,0.72835976,0.7500547,0.83181125,0.61097926,0.25850368,0.31252778,0.84467125,0.37547317,0.80088556,0.63769877,0.3601951,0.45503008,0.6676719,0.20098019,0.48553443,0.7732426,0.6378368,0.3340059,0.49725875,0.7304809,0.6124656,0.49525148,0.3489042,0.73429775,0.2943489,0.27573487,0.51858497,0.57646877,0.2997672,0.84020877,0.47042418
AR-A24U,0.47441876,0.4676866,0.43751898,0.2586888,0.6843542,0.64534396,0.5010396,0.12795314,0.33437464,0.34691074,0.51224816,0.8806333,0.7526461,0.29610005,0.8427053,0.92621684,0.28257382,0.69240505,0.2673065,0.37883097,0.4895078,0.7728548,0.91373754,0.78568685,0.23345807,0.5198151,0.5207786,0.6331669,0.45659408,0.24257934,0.54673314,0.43360174,0.50611323,0.49597305,0.39695084,0.094028756,0.19811967,0.4073694,0.91312075,0.39630157,0.86603737,0.56553316,0.5472804,0.48709318,0.64039826,0.28769758,0.4310261,0.6135198,0.6466149,0.8596904,0.6710938,0.7683903,0.71277344,0.6628748,0.77222776,0.79546666,0.755923,0.9524343,0.59467834,0.21263964,0.6056856,0.8616137,0.19661424,0.30266765,0.5954173,0.8360758,0.41437468,0.7852514,0.3041659,0.7528971,0.2921481,0.52394736,0.6137687,0.6951232,0.23157935,0.6547692,0.89756894,0.113906786,0.20022929,0.11496745,0.88674986,0.35166728,0.9297122,0.91473424,0.5763519,0.07387176,0.2090929,0.7095632,0.22325741,0.38700247,0.5598718,0.56362826,0.16618906,0.7757553,0.79645336,0.8652581,0.43220413,0.404136,0.36139977,0.85578024
AR-A24V,0.2919897,0.63545835,0.6507556,0.7372062,0.6928149,0.71023273,0.39946845,0.19680193,0.34840512,0.8619042,0.79666066,0.48032284,0.7148477,0.3897594,0.8598573,0.7571066,0.6065242,0.3758031,0.56633145,0.37457255,0.8465452,0.68233085,0.8504981,0.87550056,0.36173415,0.16232489,0.5380838,0.7083932,0.9016496,0.688281,0.21262567,0.54059756,0.5105357,0.43822807,0.4976119,0.53777343,0.74315,0.6553717,0.23388688,0.37085074,0.45939907,0.7384139,0.7754179,0.9351466,0.619286,0.41557372,0.73551685,0.1546925,0.28911772,0.15651648,0.7011434,0.39797133,0.41052467,0.81235445,0.6973208,0.856316,0.22323847,0.7913921,0.22822894,0.5597699,0.3811444,0.6792297,0.33543092,0.59177464,0.2579283,0.32275218,0.8465717,0.52178544,0.6795436,0.51786566,0.71433765,0.8784082,0.71066713,0.5446742,0.16192037,0.44861665,0.25212216,0.6140956,0.536252,0.33005357,0.43995273,0.6075946,0.6113307,0.8292429,0.4100291,0.14399979,0.21499318,0.6149422,0.8404664,0.71320695,0.29503822,0.41598523,0.6350032,0.19483809,0.5025736,0.24404246,0.6495662,0.19768533,0.84487396,0.29157406
AR-A24W,0.37706125,0.29459065,0.51659995,0.401712,0.1431223,0.5108447,0.80238366,0.36709744,0.29558992,0.5620076,0.8164014,0.41774765,0.8731195,0.8587219,0.8276966,0.82662976,0.29153913,0.36557907,0.57840836,0.33559003,0.7256152,0.19698781,0.71943367,0.49889737,0.37670603,0.26884738,0.83429694,0.80992115,0.845034,0.7615463,0.8129295,0.30813724,0.56740314,0.9447924,0.3405165,0.8264115,0.66767526,0.46942133,0.2686376,0.12149594,0.4106946,0.6954705,0.9065511,0.80753165,0.7528133,0.33256832,0.48639423,0.60145485,0.36687887,0.22631997,0.591737,0.14490128,0.7885837,0.6183323,0.77266747,0.49202743,0.12021275,0.8931538,0.5703869,0.53144664,0.39850408,0.807367,0.830202,0.538191,0.65309787,0.6569748,0.9021357,0.32029334,0.2031647,0.8066789,0.6653755,0.923043,0.47209227,0.11294545,0.5808937,0.89553833,0.41374803,0.5934311,0.68307704,0.39294744,0.17452697,0.5235514,0.13765535,0.5283734,0.7792596,0.42571008,0.7959584,0.7473904,0.26139,0.08997635,0.7064201,0.38627714,0.77957535,0.7520273,0.14333907,0.47193277,0.12973052,0.33612964,0.5056329,0.9137373
AR-A24X,0.7345092,0.15647262,0.22829345,0.56928885,0.40538645,0.4755875,0.76778054,0.22922221,0.4585753,0.9048832,0.7339988,0.21138766,0.5230756,0.30354267,0.7013707,0.6905954,0.41122776,0.38674742,0.67110425,0.5583923,0.5135447,0.71223104,0.7751214,0.58157957,0.50605875,0.4167267,0.60203856,0.8184038,0.62447983,0.8690642,0.66781193,0.41751713,0.66658014,0.88091516,0.4298277,0.62710136,0.6796632,0.51569796,0.5736468,0.18573464,0.61611336,0.558047,0.8182762,0.7231534,0.4788077,0.1641208,0.24933887,0.3453504,0.6861856,0.55026305,0.34815034,0.50402963,0.5346116,0.64260304,0.370034,0.47395498,0.6911456,0.7152135,0.53965116,0.5452218,0.27285528,0.81586987,0.6283207,0.53528905,0.6716639,0.58622897,0.65151525,0.58435374,0.7045107,0.8071048,0.28093165,0.9007106,0.2977582,0.63214284,0.38268322,0.8678225,0.6772518,0.6286202,0.6626984,0.3702835,0.41035524,0.76866984,0.22558847,0.5859233,0.5657085,0.47135425,0.45853612,0.48140034,0.5788885,0.13492313,0.7413772,0.6497724,0.6141024,0.77897644,0.28009233,0.53654885,0.22827318,0.65435785,0.5620332,0.56485754
AR-A24Z,0.68734366,0.24382472,0.5446111,0.87143254,0.9102744,0.68088084,0.24661258,0.93550944,0.85193986,0.3276086,0.1441676,0.7449719,0.33285323,0.32052076,0.49173638,0.2695766,0.27303723,0.20832667,0.6514284,0.65006024,0.15575159,0.90081686,0.52377367,0.42513773,0.6972435,0.29823077,0.4656975,0.7346983,0.72032416,0.74286985,0.6599852,0.9263312,0.9256196,0.4407411,0.41184732,0.81471413,0.22359124,0.61524004,0.21261898,0.5600259,0.49909264,0.8517501,0.50218385,0.78317136,0.4413175,0.39601958,0.9286793,0.225906,0.36770728,0.107931584,0.32668626,0.123746045,0.43431023,0.3958237,0.570414,0.30471814,0.759166,0.43405724,0.77313215,0.7734707,0.60214156,0.176974,0.68681824,0.42747355,0.8812032,0.6180778,0.70642614,0.5841892,0.6015163,0.83671224,0.7744107,0.7084222,0.39517438,0.6386181,0.23364355,0.4211078,0.4431824,0.58929193,0.600712,0.45840973,0.94148326,0.836879,0.6189468,0.95118755,0.5371658,0.8399704,0.4983214,0.6495281,0.9413341,0.46374363,0.13601746,0.39892492,0.3104534,0.8198316,0.57946175,0.12264189,0.29044598,0.23522413,0.6918287,0.21645716
AR-A250,0.18894581,0.5429386,0.39021593,0.2052297,0.8132401,0.89500296,0.4057657,0.3507617,0.3633756,0.568461,0.62016463,0.7070408,0.39817074,0.2629866,0.5485327,0.8924805,0.22519901,0.6127132,0.38621902,0.612702,0.1969128,0.6560368,0.5081229,0.7826251,0.61671567,0.32633194,0.61458635,0.26680702,0.9502307,0.64375305,0.56656116,0.68898135,0.897472,0.5003822,0.30655563,0.6381498,0.5840628,0.187079,0.16109094,0.47775033,0.45755485,0.65801144,0.8488147,0.8815188,0.659092,0.63461185,0.9225793,0.43645054,0.42843428,0.2580288,0.81237465,0.57715034,0.2923332,0.48410165,0.75010264,0.81198186,0.3919177,0.86209196,0.36151809,0.21213415,0.54598606,0.5104383,0.4683136,0.6522376,0.27500564,0.54115695,0.67901313,0.5265131,0.7984279,0.7215355,0.774722,0.8576114,0.9313964,0.8849081,0.16575107,0.8038516,0.4297893,0.70580465,0.30555424,0.22836603,0.3142132,0.58361673,0.28698757,0.8162961,0.86255574,0.27834484,0.61654156,0.32374808,0.72790825,0.4556585,0.62710726,0.5348278,0.7077858,0.46048304,0.46390477,0.403145,0.79954004,0.22291704,0.39552075,0.73765457
AR-A251,0.82202613,0.78052557,0.11120592,0.9518338,0.10056723,0.2248796,0.82378614,0.3335515,0.7202487,0.9261877,0.5514374,0.6402279,0.7185935,0.14173965,0.89564276,0.6606515,0.84476846,0.56097883,0.2828579,0.1930908,0.47509557,0.6381995,0.50717884,0.46753517,0.66287005,0.22016133,0.79549897,0.6382148,0.18487535,0.24691233,0.72674537,0.33355784,0.7357966,0.54193103,0.18763888,0.6722802,0.114012495,0.9676879,0.36544514,0.28404263,0.90088016,0.08124525,0.35321328,0.07951181,0.9632895,0.70211947,0.87189114,0.646453,0.71244454,0.19343868,0.66847974,0.6309631,0.89741886,0.15515462,0.21552248,0.78825986,0.46513987,0.6640426,0.21843721,0.5785853,0.74987364,0.5367441,0.31080344,0.6972448,0.4509883,0.5293281,0.8715776,0.7484541,0.27607656,0.75321156,0.27143103,0.6317389,0.15034157,0.1730226,0.9182275,0.7971523,0.7178973,0.19395836,0.12581731,0.28152144,0.96268415,0.7222831,0.79478407,0.35769504,0.48379076,0.75167483,0.46873662,0.61675316,0.38807306,0.2868712,0.48883158,0.18697006,0.5592579,0.8666681,0.91213787,0.90639174,0.26375356,0.6376148,0.31611037,0.81758875
