Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
D8-A1Y3,0.953717,0.31180474,0.7552317,0.39759046,0.79808545,0.7716,0.29998338,0.834381,0.71592665,0.89231616,0.19656901,0.77186066,0.29166988,0.14317201,0.31872374,0.51200277,0.6870375,0.97005,0.39071745,0.65455204,0.52988815,0.6878501,0.8362781,0.93744695,0.69039285,0.63079625,0.14897035,0.57186604,0.40374643,0.14596646,0.54041797,0.2999344,0.19108972,0.10890442,0.78148764,0.6190314,0.8292823,0.108827636,0.72465587,0.95096314,0.084916845,0.68661094,0.2250347,0.16091132,0.5239458,0.8757551,0.30878913,0.4242679,0.26305744,0.95311224,0.34590966,0.66591936,0.096277006,0.70906186,0.47335237,0.68953735,0.550694,0.13098195,0.10285503,0.7389287,0.6063694,0.83108556,0.83188325,0.71664983,0.29034156,0.26690722,0.6960107,0.92060894,0.8914254,0.10581153,0.096137375,0.46925452,0.79290473,0.93498814,0.8258476,0.061166603,0.14590684,0.59249204,0.2642302,0.40870333,0.744756,0.36850142,0.8590231,0.6136213,0.58204216,0.24613401,0.5202751,0.21599819,0.7708573,0.96430504,0.75043654,0.86084735,0.20261571,0.14020726,0.6384557,0.14550278,0.8689434,0.80704033,0.7301637,0.42278922
D8-A27E,0.24684112,0.5644105,0.7977369,0.3980584,0.8323438,0.31168738,0.49640828,0.8705786,0.90047765,0.41463333,0.7726627,0.35192972,0.45499533,0.37916923,0.90238214,0.26127732,0.16816305,0.7461831,0.54852617,0.84492457,0.22089495,0.20918915,0.23120835,0.19043393,0.087643705,0.4149506,0.51465917,0.91401756,0.6214756,0.8306581,0.8416039,0.24494684,0.64230233,0.92243814,0.8576484,0.27610862,0.7683408,0.37139013,0.79394114,0.7586994,0.15910763,0.89951414,0.08102671,0.5000027,0.6847544,0.6552124,0.45790678,0.46897542,0.5242104,0.10540125,0.77116877,0.09240764,0.88751805,0.7876762,0.6960493,0.17334758,0.41983026,0.7241539,0.51381534,0.1916263,0.6361027,0.28549603,0.9208166,0.1571756,0.9118477,0.82992,0.10488148,0.47472504,0.7839341,0.9135533,0.85679996,0.33857006,0.23206276,0.73757696,0.8578941,0.7853059,0.15987183,0.5494517,0.8338257,0.20755981,0.5567578,0.22765294,0.3429231,0.7841363,0.117633104,0.83028114,0.792842,0.5651737,0.28992838,0.259051,0.41443145,0.49332243,0.669651,0.53159773,0.12391317,0.7857029,0.5968815,0.38630572,0.8832081,0.30023757
D8-A27F,0.50620705,0.8844813,0.5118636,0.82050115,0.19893724,0.27213883,0.5453291,0.21098274,0.6882838,0.81679535,0.43160155,0.8290656,0.7977335,0.37594974,0.37204415,0.70512474,0.811165,0.3692029,0.1051217,0.22027957,0.4404106,0.1792309,0.39424568,0.87464106,0.87283695,0.44771147,0.7695334,0.23661596,0.7422153,0.46605113,0.83906,0.12955406,0.13878424,0.46160915,0.13359061,0.38351995,0.8125086,0.75510454,0.6706383,0.8450211,0.49314526,0.5074339,0.86255443,0.29246446,0.91074944,0.53542024,0.9350611,0.51832044,0.32477656,0.59102213,0.8898785,0.31630626,0.31148386,0.22788084,0.048360117,0.80821466,0.34661287,0.87936294,0.13030723,0.80006796,0.82885724,0.5685104,0.24509208,0.06975229,0.83962256,0.7634891,0.8588527,0.85065943,0.14774312,0.34837216,0.31368348,0.46468866,0.5812627,0.07785605,0.5637538,0.7224008,0.6428914,0.25251427,0.14595555,0.9246867,0.7569952,0.9037912,0.8257407,0.26077232,0.79868585,0.85177314,0.4479494,0.8704258,0.09845111,0.17848781,0.7914447,0.12330669,0.72978485,0.81378883,0.6297886,0.3494345,0.3709799,0.22283658,0.2566135,0.7847454
D8-A27G,0.4012537,0.6013779,0.4558245,0.43825975,0.48397473,0.62483615,0.8623144,0.20578332,0.13619666,0.7127439,0.70560986,0.1311923,0.42440888,0.65798825,0.67968506,0.74657977,0.6798543,0.35363883,0.68470997,0.62742275,0.55336064,0.7034651,0.4877805,0.7400072,0.6383346,0.48902956,0.4192062,0.76320934,0.8722494,0.53715014,0.525686,0.72967553,0.5191858,0.62267244,0.6944461,0.42965192,0.58927715,0.7376994,0.6910072,0.39773655,0.88758576,0.08920575,0.68319803,0.34380743,0.40776548,0.46527237,0.20083544,0.43510234,0.54567647,0.7084752,0.49148697,0.5826327,0.26571319,0.6831891,0.53215736,0.5925214,0.65891063,0.803465,0.62017184,0.33611763,0.27842233,0.7156267,0.60971045,0.7558108,0.19810848,0.34820512,0.54523885,0.5197021,0.5748645,0.68262136,0.69554996,0.6831769,0.63146937,0.52968943,0.49579048,0.7297023,0.43170846,0.63131994,0.66537714,0.22109121,0.50054854,0.6229555,0.5749998,0.44116747,0.7203264,0.5256434,0.5683207,0.358837,0.6937912,0.46312168,0.350468,0.9113338,0.8136931,0.18914601,0.48609248,0.63322335,0.6614806,0.5375874,0.355088,0.62769854
D8-A27H,0.23740235,0.97590685,0.6805206,0.93185,0.18893272,0.3278351,0.518349,0.1069684,0.33262527,0.17408052,0.6662314,0.75908077,0.88595426,0.65112746,0.4225681,0.50954026,0.8017606,0.40054148,0.6364676,0.33650014,0.35589868,0.49217343,0.27025536,0.8712915,0.76769876,0.5138119,0.91682935,0.22327666,0.5992452,0.5406557,0.29953164,0.277601,0.23635821,0.24437588,0.2706163,0.26214075,0.529069,0.9771067,0.52048725,0.7254404,0.93228686,0.10761173,0.22965463,0.3402973,0.75804967,0.8078364,0.8753234,0.4695618,0.8121393,0.27974266,0.9264715,0.508909,0.8559842,0.41902074,0.14740676,0.8496455,0.23138942,0.6268454,0.1682762,0.51230156,0.80531746,0.4798122,0.11224988,0.14164793,0.5540148,0.44812492,0.5891536,0.72361636,0.29936987,0.19536474,0.6308383,0.17955968,0.42692775,0.15258986,0.898491,0.58242226,0.9266032,0.4759682,0.12145327,0.71575034,0.7136307,0.84317195,0.88443816,0.31716534,0.50894153,0.8389472,0.82676435,0.9377345,0.18177538,0.12153281,0.5198914,0.1516754,0.89538,0.5221975,0.64302236,0.56918085,0.88458514,0.3377533,0.21254806,0.62098855
D8-A27I,0.3243162,0.8072195,0.7338962,0.58537805,0.26854813,0.584893,0.80587256,0.5403529,0.33812255,0.29107934,0.62701917,0.50255156,0.78651035,0.78832996,0.82399094,0.781963,0.7505436,0.3243186,0.80122197,0.52672744,0.7982166,0.7716452,0.5952073,0.53622055,0.22734171,0.67469907,0.5978048,0.8250108,0.7407001,0.5672343,0.394867,0.6558405,0.33413312,0.84242696,0.4527188,0.5326334,0.5220015,0.5353503,0.37625784,0.23102951,0.5837898,0.16991088,0.83220834,0.8362688,0.34087387,0.3573323,0.2936259,0.7028998,0.6294997,0.47356755,0.372854,0.59145284,0.5300246,0.49494365,0.8024916,0.36097085,0.3722899,0.8278999,0.5008901,0.6814139,0.28010824,0.83865285,0.61433655,0.7203331,0.20021464,0.28820053,0.8236195,0.20641385,0.5248796,0.5190496,0.6805059,0.43402043,0.68671536,0.3586322,0.44152436,0.5752043,0.54725295,0.75803936,0.64278954,0.42753938,0.4263634,0.24684414,0.3099542,0.28840598,0.6228367,0.54195166,0.82673955,0.63967156,0.41251183,0.61586833,0.42430848,0.4647808,0.7279969,0.61626196,0.508629,0.5883347,0.3917729,0.63695073,0.6580437,0.6874482
D8-A27K,0.61810184,0.2537555,0.5067155,0.5240195,0.51721436,0.28142676,0.6554918,0.74725693,0.44953442,0.66480064,0.55281126,0.20850782,0.55438733,0.7025311,0.80344766,0.5436852,0.3350958,0.3345936,0.6564342,0.5667615,0.63029027,0.8862201,0.7877323,0.32989246,0.43319848,0.24840748,0.5374495,0.8916503,0.38650396,0.7348808,0.40162033,0.52464163,0.5600208,0.8523436,0.42888355,0.31014338,0.8407073,0.71353793,0.90089136,0.14560501,0.82911134,0.6221168,0.8063682,0.6804444,0.3499593,0.108189665,0.111172915,0.6062967,0.90606177,0.86032003,0.26447374,0.3919118,0.4251128,0.66119707,0.52997947,0.15263095,0.82658935,0.7973721,0.7873097,0.68362606,0.2694339,0.7571874,0.56792957,0.5362563,0.73533106,0.72922325,0.5357007,0.46936512,0.76720214,0.8017492,0.32800215,0.39040077,0.30461282,0.42578536,0.29382655,0.66510767,0.7547004,0.72090787,0.79531157,0.5257076,0.7249769,0.7440752,0.3540231,0.5403573,0.44348547,0.83069617,0.43148834,0.46994036,0.36944056,0.16804416,0.47913063,0.6636404,0.40795374,0.7568933,0.18587138,0.7855053,0.13965425,0.86308664,0.7328411,0.4178689
D8-A27L,0.4923036,0.37303054,0.8522887,0.6015625,0.39114946,0.6528988,0.62149763,0.65048105,0.21817154,0.2508363,0.8724077,0.29319426,0.5956819,0.7762297,0.63819516,0.58542526,0.5576739,0.22955853,0.65774584,0.5864356,0.5173738,0.87316686,0.7215083,0.6565033,0.36148763,0.42249888,0.7766515,0.7866572,0.56181735,0.31220052,0.1765284,0.7092303,0.44261336,0.73346364,0.49983418,0.3620755,0.76773584,0.7810082,0.6252698,0.6601339,0.85230124,0.34856328,0.7348516,0.8047506,0.16590579,0.3567109,0.56333566,0.49513906,0.84831226,0.78406334,0.74351966,0.58368194,0.7479927,0.62681,0.5770262,0.1545013,0.54896903,0.8970169,0.9343432,0.6939066,0.5197371,0.45767698,0.53009,0.6255635,0.5470783,0.4608174,0.7686795,0.28171593,0.5380725,0.3920515,0.62289846,0.44504267,0.57463264,0.26283392,0.113173865,0.48106065,0.72646,0.7548164,0.6934609,0.5256349,0.42246002,0.7971327,0.526178,0.6106809,0.27314597,0.64035845,0.63280284,0.59632945,0.43285802,0.2659856,0.2832441,0.47185397,0.83570033,0.42444748,0.3305482,0.5828328,0.32175672,0.5386212,0.6335926,0.5559086
D8-A27M,0.37926644,0.94473875,0.8449211,0.9173782,0.45158798,0.33455324,0.7561438,0.1928371,0.7229493,0.17859913,0.44904605,0.8696006,0.8061676,0.22798723,0.35855505,0.7432145,0.7901919,0.23163979,0.5705844,0.30626604,0.70777714,0.83665144,0.5932387,0.8759339,0.530588,0.35045362,0.6741145,0.3258586,0.6522068,0.3763947,0.59295356,0.16368599,0.26314032,0.7018217,0.1536133,0.08545908,0.25420314,0.8215298,0.6376816,0.6134768,0.84195125,0.08177417,0.093607254,0.55525297,0.49781096,0.6850229,0.8569368,0.4619357,0.7281509,0.6996938,0.80790937,0.5521711,0.87653184,0.3292604,0.39072305,0.4296865,0.32276773,0.8871527,0.52766556,0.65026563,0.8618803,0.7238343,0.14822894,0.25241387,0.32648396,0.8655517,0.75104356,0.59341705,0.11739752,0.37053627,0.53082746,0.29861212,0.8284964,0.2963509,0.4192537,0.26714015,0.8258213,0.2265796,0.23193115,0.5963882,0.76431096,0.76988006,0.8969748,0.627453,0.27577692,0.6999522,0.604526,0.9260349,0.11334215,0.24441718,0.38914886,0.12699439,0.7630648,0.8400216,0.74821234,0.8857107,0.3004409,0.41297674,0.38990763,0.5252381
D8-A27N,0.21128014,0.6426222,0.635747,0.16901639,0.847122,0.7897199,0.5043494,0.5687677,0.26825652,0.18883203,0.42297733,0.61484766,0.6188935,0.49239612,0.82580066,0.3222834,0.76504856,0.8178785,0.70791703,0.6692245,0.41593212,0.7680836,0.47314632,0.5087929,0.5493574,0.63932973,0.43895036,0.2997708,0.55130553,0.55132675,0.19508277,0.69140995,0.5933091,0.2525354,0.564714,0.4728667,0.2207709,0.5159373,0.5042386,0.6314,0.65711063,0.6734691,0.44837475,0.72832215,0.9068508,0.460384,0.700377,0.5909105,0.48827597,0.18996319,0.4000032,0.61006004,0.36267263,0.70823056,0.34046343,0.896848,0.80558544,0.7031666,0.32349154,0.15145804,0.8223971,0.47713855,0.39326903,0.50085336,0.58050287,0.13859758,0.094335295,0.17563203,0.91672736,0.4024582,0.90111464,0.40375352,0.92282784,0.8003118,0.5824338,0.40706024,0.86329484,0.56874436,0.14115006,0.33634755,0.7100687,0.5897895,0.76102304,0.89463305,0.8290578,0.3549186,0.53497565,0.6197411,0.7825646,0.75070846,0.40306482,0.669716,0.5941403,0.20546016,0.7064788,0.6416403,0.8894105,0.6437779,0.4815914,0.46285692
D8-A27P,0.25127342,0.48527607,0.8302263,0.17389044,0.5829556,0.46703306,0.5716811,0.778159,0.47975406,0.4134699,0.67513305,0.35777563,0.48092088,0.83047134,0.43943888,0.55121565,0.20047487,0.6050253,0.35152316,0.6146542,0.34991765,0.4595832,0.5680023,0.22364336,0.28400224,0.54399693,0.8607564,0.7209978,0.39854467,0.8098252,0.63925946,0.63015115,0.451613,0.8686501,0.5364856,0.6492509,0.8593575,0.5107836,0.85517925,0.4943653,0.6868896,0.8547833,0.7176145,0.8464493,0.4509687,0.1339846,0.42094845,0.64824706,0.7030711,0.5794774,0.79268324,0.19143215,0.7903921,0.59956497,0.5835666,0.2961669,0.7119245,0.8253801,0.81528854,0.47124538,0.45872778,0.26377022,0.5944305,0.43151563,0.9066816,0.8825717,0.2613462,0.3404147,0.47592968,0.70636743,0.6524755,0.5448873,0.5034677,0.2821808,0.38563347,0.8344715,0.70835984,0.810711,0.7586696,0.6030714,0.3096249,0.87451565,0.46797636,0.637404,0.47057858,0.88915443,0.7700948,0.45621768,0.5104271,0.17677183,0.69344074,0.50310427,0.7663805,0.38110662,0.101732306,0.46287066,0.18713151,0.6505407,0.7016757,0.6051459
D8-A27R,0.3129779,0.8859904,0.60946333,0.2207957,0.38733476,0.7319976,0.26359454,0.6358702,0.71294105,0.7292352,0.6813762,0.67596626,0.5127309,0.49395883,0.8214328,0.5397415,0.7759793,0.89062864,0.73567295,0.63891023,0.2957154,0.6359178,0.3775826,0.6073544,0.44231623,0.875358,0.1322187,0.78310025,0.78553665,0.5132231,0.5400088,0.7660946,0.7142313,0.4050591,0.68722266,0.6606469,0.3860236,0.47766745,0.43228212,0.9084346,0.4961109,0.2364755,0.7658838,0.6685388,0.67901194,0.9227091,0.6515976,0.47652474,0.51525486,0.338681,0.6228655,0.9115491,0.23189238,0.47294426,0.78964525,0.54960287,0.69494045,0.6796486,0.47547302,0.81597155,0.50324243,0.37914348,0.7259264,0.8238246,0.13390279,0.35267887,0.5169972,0.72629756,0.7320677,0.31757936,0.17575938,0.4010414,0.5821667,0.7460872,0.81504387,0.18078676,0.12450373,0.67251617,0.49396616,0.07217928,0.22591785,0.36797094,0.71783316,0.42764965,0.5362006,0.30515957,0.7281617,0.6165395,0.65268224,0.6188961,0.61348695,0.54544854,0.27469966,0.48319244,0.8635331,0.21956044,0.8861223,0.83001673,0.7750685,0.4501106
D8-A27T,0.4065742,0.40320784,0.78245384,0.68773955,0.81028247,0.43851793,0.7020061,0.52647805,0.1726268,0.5691955,0.5953416,0.4121404,0.28055048,0.612913,0.6553066,0.5417833,0.75780284,0.40775245,0.7558325,0.55023134,0.8704822,0.8944485,0.6347501,0.5406537,0.3911305,0.23131078,0.57417595,0.685448,0.6528034,0.62155825,0.22586074,0.60495543,0.4581138,0.61767185,0.681916,0.44675487,0.75600374,0.7391737,0.43795377,0.27123007,0.8284612,0.33003277,0.4055053,0.7942058,0.42732245,0.16307077,0.26796567,0.4565497,0.6839912,0.67655975,0.28835443,0.4639735,0.36768833,0.7529087,0.3767029,0.391706,0.65678585,0.4558472,0.4645779,0.5766896,0.25405875,0.8220629,0.53317726,0.70549285,0.36767364,0.2834039,0.71215576,0.2053618,0.7434683,0.35963255,0.79674876,0.48840672,0.67371845,0.53793406,0.33460438,0.67174816,0.5726377,0.7384006,0.7245753,0.685943,0.7571849,0.52038586,0.4242062,0.5350063,0.44515443,0.7644072,0.54727066,0.36609516,0.7616997,0.76336825,0.18521044,0.7464261,0.67407954,0.3699292,0.42324555,0.62501013,0.42360583,0.64870626,0.71793246,0.36965865
D8-A27V,0.28462818,0.6423217,0.33534282,0.6305578,0.56246936,0.75664616,0.92056775,0.738647,0.3765863,0.3363527,0.2339838,0.084844224,0.8152103,0.6515373,0.665728,0.5987971,0.363324,0.52573395,0.6718005,0.7922436,0.33171058,0.6704389,0.681588,0.34192723,0.7349489,0.32940418,0.82411456,0.8791108,0.7039657,0.69762486,0.44565547,0.79303443,0.77799577,0.7001424,0.23777911,0.36247262,0.78599226,0.5711737,0.5143442,0.16664355,0.5150983,0.37985662,0.7462238,0.73260826,0.42106634,0.14312507,0.33462027,0.62264466,0.76804304,0.5579933,0.22206898,0.13174732,0.4537174,0.5985646,0.77944136,0.25966343,0.28227478,0.75706387,0.40234876,0.42540514,0.29609615,0.7473043,0.608958,0.5038096,0.6934149,0.4382477,0.75664043,0.34183875,0.7883241,0.71732634,0.8158852,0.4994657,0.45622963,0.39445055,0.40416205,0.82218283,0.79101205,0.52519184,0.8072146,0.8002392,0.76835513,0.5804833,0.22407866,0.59840477,0.5278108,0.9486678,0.8268895,0.22998571,0.50393426,0.5028275,0.5325719,0.72161806,0.54631144,0.7196946,0.18773845,0.7662868,0.10801631,0.42960715,0.3465847,0.514146
D8-A27W,0.15848538,0.8504471,0.67389274,0.2316233,0.6675245,0.57661253,0.22709277,0.613667,0.7304679,0.52066123,0.39646733,0.6510819,0.5944563,0.43776673,0.6598337,0.35779753,0.6524512,0.6849351,0.81085056,0.7638949,0.16692522,0.6403736,0.71156335,0.2939419,0.63235414,0.59241503,0.23718674,0.6048247,0.91213465,0.626782,0.72038484,0.5386371,0.783867,0.57693726,0.7497735,0.6848724,0.39416516,0.51328444,0.21000734,0.82247305,0.41672567,0.6584707,0.7742072,0.72459936,0.2943293,0.8115346,0.71810484,0.31462198,0.78721344,0.2036614,0.8073957,0.6986049,0.050496913,0.639072,0.5582128,0.20728016,0.8754004,0.39514908,0.20973963,0.20615536,0.67732716,0.5720188,0.67190903,0.60964465,0.120669946,0.8143283,0.4596727,0.75380886,0.85171723,0.32579917,0.5609615,0.4738869,0.6812831,0.8665099,0.52503645,0.0931245,0.1167605,0.8456174,0.7712962,0.07598208,0.69865286,0.80906963,0.79567826,0.67313564,0.62964535,0.407122,0.44756955,0.500391,0.8000656,0.5934612,0.299941,0.5146549,0.33313465,0.5020025,0.8022572,0.18463989,0.93147564,0.24518073,0.615574,0.35174084
E2-A10B,0.64995253,0.17332572,0.70703006,0.85723424,0.85831,0.467861,0.40568924,0.81563026,0.575287,0.32358474,0.40258944,0.502102,0.22868466,0.46742123,0.7672787,0.38246077,0.32461682,0.37420538,0.7657018,0.73660654,0.6230334,0.87424266,0.41195703,0.2508923,0.39841005,0.51799864,0.57758325,0.61631405,0.5251748,0.6382564,0.35819748,0.5708255,0.7287085,0.46728414,0.82972145,0.6281258,0.88667566,0.746575,0.41628873,0.7187518,0.60582936,0.32765955,0.12549868,0.76867044,0.73113954,0.43258512,0.7156175,0.7344311,0.5595143,0.5400324,0.53853446,0.27910247,0.49555945,0.7319156,0.7330853,0.15461245,0.6948188,0.27278006,0.8120752,0.5865607,0.5518426,0.42047125,0.5796786,0.4662864,0.6623667,0.28639635,0.62904555,0.31607002,0.84020936,0.53537995,0.85919046,0.59452105,0.5792248,0.8093523,0.63847,0.8544922,0.58129084,0.6570333,0.6219717,0.72239757,0.763252,0.38531435,0.30774873,0.5002166,0.09614857,0.79561985,0.41385016,0.4472089,0.6864353,0.61054385,0.28365067,0.5133422,0.8265314,0.33484933,0.21878502,0.6933016,0.40521264,0.5493539,0.7607104,0.18660897
E2-A10C,0.8745469,0.17090994,0.86924267,0.64714885,0.7086902,0.924698,0.32310143,0.7447319,0.2756624,0.10539996,0.4430629,0.6184766,0.09371956,0.7388979,0.37662172,0.38163868,0.66541797,0.5652853,0.53243196,0.8960839,0.6274102,0.599875,0.35457528,0.48095623,0.9094858,0.854404,0.38675728,0.5933818,0.45596945,0.6331737,0.31587708,0.920552,0.574162,0.10900889,0.8566255,0.889044,0.516993,0.120747186,0.67847574,0.75815046,0.19991113,0.18121453,0.5724932,0.14995363,0.53664196,0.87858254,0.27083498,0.894297,0.42349496,0.8662942,0.2880107,0.917775,0.21760553,0.38403693,0.86896265,0.3614666,0.16763808,0.30187893,0.91169775,0.90470195,0.8366263,0.72110575,0.906446,0.93463415,0.20836547,0.053766217,0.6875596,0.34546816,0.6593516,0.39513558,0.37878782,0.5339763,0.5411836,0.89576757,0.4784642,0.5851674,0.15791905,0.48365068,0.5374341,0.42752483,0.51236,0.20811982,0.3428747,0.50513005,0.4739327,0.2878816,0.70306015,0.20728931,0.73774123,0.6401948,0.9298172,0.78235394,0.87715894,0.43039438,0.32130408,0.32308742,0.9356123,0.72158295,0.7315998,0.7119485
E2-A14N,0.9105221,0.37732962,0.43937612,0.787701,0.5400169,0.46083117,0.629948,0.66322803,0.88517416,0.83803004,0.39253056,0.88291496,0.7423333,0.16527705,0.12756291,0.68115944,0.84565675,0.8759242,0.21476695,0.25174612,0.82077307,0.6535478,0.72607994,0.41692147,0.81311023,0.4692462,0.24288383,0.14902398,0.074786045,0.25592434,0.9220563,0.18361507,0.24686235,0.4182734,0.4241581,0.66152006,0.32843286,0.55415934,0.7516663,0.7420134,0.2347725,0.76396203,0.2892408,0.36504883,0.69339406,0.83492947,0.672275,0.588428,0.07021712,0.9234469,0.42340732,0.516677,0.815586,0.101757035,0.45197994,0.75420326,0.30919415,0.61609685,0.28705302,0.80156326,0.61853224,0.14717507,0.4114412,0.33747563,0.79867697,0.74473965,0.72619426,0.8958454,0.119985275,0.30836052,0.1239731,0.53257513,0.32378823,0.14736176,0.861279,0.36866236,0.37299922,0.28085694,0.17348346,0.43559104,0.8435874,0.89594376,0.7388878,0.6417085,0.7618201,0.72387415,0.16589749,0.34738964,0.4867844,0.8535335,0.707886,0.35153672,0.21652466,0.8880931,0.8952537,0.3875122,0.28786477,0.696992,0.409846,0.84589165
E2-A14P,0.5986138,0.45413592,0.27080232,0.07487648,0.54788154,0.77106625,0.51965433,0.751744,0.21759719,0.25096482,0.31624508,0.49617428,0.46256092,0.5952913,0.5083574,0.34573495,0.15649608,0.7670993,0.35909134,0.6539543,0.14270961,0.3408541,0.1701279,0.63551134,0.8488849,0.74189055,0.37623197,0.22709243,0.44240665,0.36928445,0.7546253,0.60083055,0.57658446,0.31693962,0.69710815,0.5919255,0.13847496,0.1639305,0.89595294,0.77243775,0.63799,0.87669736,0.4605713,0.16783148,0.6791541,0.8267835,0.53961235,0.75870085,0.6878452,0.40386358,0.58583456,0.7676263,0.16604546,0.3870374,0.44062012,0.36648533,0.5834368,0.54766893,0.46951497,0.6483256,0.8806649,0.54353607,0.6585855,0.5583945,0.53185606,0.5720656,0.3757574,0.5748387,0.41095108,0.8153007,0.37917852,0.27435827,0.8998021,0.81716245,0.6936427,0.7899484,0.9232739,0.58051306,0.29808006,0.20068601,0.47833276,0.19994332,0.83089924,0.6369684,0.92465925,0.30193314,0.5320915,0.7233341,0.62417704,0.6688142,0.8742447,0.8624681,0.37381405,0.3162909,0.7251587,0.3150226,0.7646179,0.78658396,0.17042723,0.8852516
E2-A14Q,0.5458236,0.3522747,0.8579226,0.29186505,0.8500439,0.60524535,0.4151732,0.9241354,0.61182857,0.34858882,0.79520476,0.8008178,0.5220187,0.9243577,0.37148535,0.21615732,0.34442088,0.580778,0.7335813,0.6934101,0.72492456,0.7677695,0.28110576,0.47210252,0.78564656,0.400854,0.66405916,0.63416797,0.52444917,0.79357654,0.3485819,0.6104583,0.56134486,0.6490444,0.71402776,0.6868966,0.65862846,0.4065122,0.55091935,0.83632296,0.4702233,0.76951325,0.72604597,0.8242942,0.40304315,0.58221614,0.32739675,0.6324091,0.32463452,0.68193173,0.61160886,0.34260073,0.5138755,0.7332425,0.45075417,0.20324835,0.54563046,0.5318681,0.83374166,0.8470593,0.4630088,0.48904175,0.771503,0.3529562,0.9332094,0.49470404,0.5154264,0.21465364,0.807781,0.5792985,0.8264023,0.5044452,0.39298216,0.50564504,0.41991782,0.56025934,0.7749726,0.8508776,0.7630609,0.7961408,0.36601543,0.6498243,0.32409653,0.59787124,0.40547758,0.69151986,0.80758595,0.5436537,0.38494155,0.5665226,0.3335078,0.6606783,0.5322848,0.27954227,0.20669433,0.08821974,0.39295563,0.75215846,0.7625417,0.3164301
E2-A14V,0.7436437,0.36592126,0.14046787,0.2179211,0.47451925,0.7646227,0.37122628,0.3250327,0.1943074,0.74255,0.5992686,0.23879,0.5873694,0.58618,0.5508609,0.61488867,0.34094954,0.70574605,0.36662838,0.6308495,0.2655866,0.4677404,0.524131,0.59239894,0.8288999,0.5715461,0.65091395,0.5533782,0.7383321,0.3600751,0.62276125,0.8863621,0.730476,0.30783725,0.52495116,0.8492683,0.651998,0.4604182,0.60383666,0.47889102,0.6417978,0.8062327,0.91848207,0.52406406,0.67063355,0.6434511,0.49158365,0.32089245,0.60750973,0.48637187,0.52569264,0.73313177,0.103077,0.5867292,0.49601635,0.82136667,0.6266507,0.62549424,0.45294803,0.75331795,0.28502467,0.47774082,0.549277,0.5063767,0.64887786,0.53037333,0.79200566,0.5728651,0.7648725,0.8523419,0.47593597,0.6521164,0.5381755,0.6740364,0.43140015,0.86452246,0.6724363,0.6098165,0.40784416,0.45138764,0.37925655,0.64541745,0.4129908,0.6207132,0.8221052,0.50284255,0.32485336,0.32949775,0.8382867,0.7270594,0.79239523,0.805411,0.3721156,0.64039385,0.6088728,0.2872497,0.80586815,0.2814423,0.37086278,0.673046
E2-A14X,0.6168684,0.7751487,0.35454944,0.4521194,0.22292596,0.27147847,0.75583243,0.60520077,0.82678366,0.43560433,0.35951045,0.81188446,0.7426044,0.5780666,0.26282698,0.7889235,0.4900254,0.5104023,0.25265223,0.658445,0.3319832,0.29725054,0.35441792,0.8938967,0.6881773,0.63520634,0.6986612,0.56108844,0.5583216,0.40200055,0.7086895,0.23436724,0.24262854,0.67767864,0.39929128,0.29557717,0.5692173,0.58912563,0.564147,0.60449743,0.33879945,0.5859461,0.6834031,0.16848469,0.5462121,0.7541399,0.6090425,0.8683983,0.86953294,0.3935119,0.46705568,0.48760438,0.6412367,0.16139647,0.13774668,0.20116097,0.21825588,0.6338538,0.25228712,0.7602173,0.7241891,0.89307797,0.5328502,0.56154513,0.3922647,0.93551373,0.84710145,0.5956301,0.29985225,0.37118915,0.12248965,0.24883294,0.47665232,0.6588275,0.6987677,0.34043437,0.83834743,0.37753177,0.3949611,0.80617857,0.67262554,0.42758554,0.7161897,0.26212963,0.64635694,0.6063486,0.91570735,0.80683935,0.07506326,0.33530828,0.87312376,0.35926512,0.32969898,0.89641905,0.72628057,0.7532149,0.2321763,0.47775307,0.2981687,0.8671253
